TopicNumber,Topic,URL,Publication,Category,HeroImage,HeroFilename,HeroAltText,SectionImageCount,SectionImagePaths,Uniqueness,Format,QAStatus
74,"Creative Feedback Management","/features/creative-feedback-management",published,collaboration,"/images/topics/creative-feedback-management/creative-feedback-management-hero.webp","creative-feedback-management-hero.webp","Illustrative photograph of a creative team reviewing work together",2,"/images/topics/creative-feedback-management/creative-feedback-management-from-a-pile-of-comments-to-fee.webp; /images/topics/creative-feedback-management/creative-feedback-management-six-questions-organised-feedba.webp",verified-unique,webp,passed
75,"Asset Discussion History","/features/asset-discussion-history",published,collaboration,"/images/topics/asset-discussion-history/asset-discussion-history-hero.webp","asset-discussion-history-hero.webp","Illustrative photograph of a creative team reviewing work together",1,"/images/topics/asset-discussion-history/asset-discussion-history-the-reasoning-behind-a-finishe.webp",verified-unique,webp,passed
76,"Review Status","/features/review-status",published,collaboration,"/images/topics/review-status/review-status-hero.webp","review-status-hero.webp","Illustrative photograph of a creative team reviewing work together",1,"/images/topics/review-status/review-status-a-plain-answer-to-whether-an-a.webp",verified-unique,webp,passed
77,"Approval History","/features/approval-history",published,collaboration,"/images/topics/approval-history/approval-history-hero.webp","approval-history-hero.webp","Illustrative photograph of a creative team reviewing work together",2,"/images/topics/approval-history/approval-history-evidence-of-what-was-accepted-.webp; /images/topics/approval-history/approval-history-a-removed-line-in-a-recruitmen.webp",verified-unique,webp,passed
78,"Team Asset Sharing","/features/team-asset-sharing",published,collaboration,"/images/topics/team-asset-sharing/team-asset-sharing-hero.webp","team-asset-sharing-hero.webp","Illustrative photograph of a creative team reviewing work together",1,"/images/topics/team-asset-sharing/team-asset-sharing-passing-on-a-way-to-the-files-.webp",verified-unique,webp,passed
79,"Shared Creative Views","/features/shared-creative-views",published,collaboration,"/images/topics/shared-creative-views/shared-creative-views-hero.webp","shared-creative-views-hero.webp","Illustrative photograph of a creative team reviewing work together",2,"/images/topics/shared-creative-views/shared-creative-views-one-collection-of-assets-the-w.webp; /images/topics/shared-creative-views/shared-creative-views-how-a-shared-view-stays-useful.webp",verified-unique,webp,passed
80,"Creative Workflow Management","/features/creative-workflow-management",published,collaboration,"/images/topics/creative-workflow-management/creative-workflow-management-hero.webp","creative-workflow-management-hero.webp","Illustrative photograph of a creative team reviewing work together",3,"/images/topics/creative-workflow-management/creative-workflow-management-keeping-work-moving-from-first.webp; /images/topics/creative-workflow-management/creative-workflow-management-what-carries-an-asset-from-one.webp; /images/topics/creative-workflow-management/creative-workflow-management-trade-show-material-taken-from.webp",verified-unique,webp,passed
81,"Production Collaboration","/features/production-collaboration",published,collaboration,"/images/topics/production-collaboration/production-collaboration-hero.webp","production-collaboration-hero.webp","Illustrative photograph of a creative team reviewing work together",2,"/images/topics/production-collaboration/production-collaboration-coordinating-a-production-arou.webp; /images/topics/production-collaboration/production-collaboration-the-tools-a-production-team-us.webp",verified-unique,webp,passed
82,"Marketing Collaboration","/features/marketing-collaboration",published,collaboration,"/images/topics/marketing-collaboration/marketing-collaboration-hero.webp","marketing-collaboration-hero.webp","Illustrative photograph of a creative team reviewing work together",1,"/images/topics/marketing-collaboration/marketing-collaboration-making-clearing-and-learning-f.webp",verified-unique,webp,passed
83,"Brand Collaboration","/features/brand-collaboration",published,collaboration,"/images/topics/brand-collaboration/brand-collaboration-hero.webp","brand-collaboration-hero.webp","Illustrative photograph of a creative team reviewing work together",1,"/images/topics/brand-collaboration/brand-collaboration-a-consistent-brand-kept-by-eve.webp",verified-unique,webp,passed
84,"Agency Collaboration","/features/agency-collaboration",published,collaboration,"/images/topics/agency-collaboration/agency-collaboration-hero.webp","agency-collaboration-hero.webp","Illustrative photograph of a creative team reviewing work together",1,"/images/topics/agency-collaboration/agency-collaboration-one-agency-team-working-across.webp",verified-unique,webp,passed
85,"Creative Team Communication","/features/creative-team-communication",published,collaboration,"/images/topics/creative-team-communication/creative-team-communication-hero.webp","creative-team-communication-hero.webp","Illustrative photograph of a creative team reviewing work together",2,"/images/topics/creative-team-communication/creative-team-communication-messages-that-do-not-have-to-e.webp; /images/topics/creative-team-communication/creative-team-communication-a-colour-question-settled-on-t.webp",verified-unique,webp,passed
86,"Asset Mentions","/features/asset-mentions",published,collaboration,"/images/topics/asset-mentions/asset-mentions-hero.webp","asset-mentions-hero.webp","Illustrative photograph of a creative team reviewing work together",2,"/images/topics/asset-mentions/asset-mentions-choosing-who-a-discussion-abou.webp; /images/topics/asset-mentions/asset-mentions-a-launch-video-with-three-ques.webp",verified-unique,webp,passed
87,"Collaborative Asset Review","/features/collaborative-asset-review",published,collaboration,"/images/topics/collaborative-asset-review/collaborative-asset-review-hero.webp","collaborative-asset-review-hero.webp","Illustrative photograph of a creative team reviewing work together",1,"/images/topics/collaborative-asset-review/collaborative-asset-review-reviewing-together-without-sit.webp",verified-unique,webp,passed
88,"Remote Creative Collaboration","/features/remote-creative-collaboration",published,collaboration,"/images/topics/remote-creative-collaboration/remote-creative-collaboration-hero.webp","remote-creative-collaboration-hero.webp","Illustrative photograph of a creative team reviewing work together",2,"/images/topics/remote-creative-collaboration/remote-creative-collaboration-working-on-the-same-assets-fro.webp; /images/topics/remote-creative-collaboration/remote-creative-collaboration-what-stands-in-for-the-office-.webp",verified-unique,webp,passed
89,"Creative Approval Management","/features/creative-approval-management",published,collaboration,"/images/topics/creative-approval-management/creative-approval-management-hero.webp","creative-approval-management-hero.webp","Illustrative photograph of a creative team reviewing work together",2,"/images/topics/creative-approval-management/creative-approval-management-one-structured-route-to-approv.webp; /images/topics/creative-approval-management/creative-approval-management-several-teams-brought-onto-one.webp",verified-unique,webp,passed
90,"Creative Team Workspace","/features/creative-team-workspace",published,collaboration,"/images/topics/creative-team-workspace/creative-team-workspace-hero.webp","creative-team-workspace-hero.webp","Illustrative photograph of a creative team reviewing work together",1,"/images/topics/creative-team-workspace/creative-team-workspace-one-place-to-search-review-org.webp",verified-unique,webp,passed
91,"Creative Asset Versioning","/features/creative-asset-versioning",published,asset-management,"/images/topics/creative-asset-versioning/creative-asset-versioning-hero.webp","creative-asset-versioning-hero.webp","Illustrative photograph of creative files being organised in an archive",1,"/images/topics/creative-asset-versioning/creative-asset-versioning-one-asset-updated-in-place-ins.webp",verified-unique,webp,passed
92,"File Version History","/features/file-version-history",published,asset-management,"/images/topics/file-version-history/file-version-history-hero.webp","file-version-history-hero.webp","Illustrative photograph of creative files being organised in an archive",2,"/images/topics/file-version-history/file-version-history-a-record-of-the-files-an-asset.webp; /images/topics/file-version-history/file-version-history-a-retailers-query-settled-from.webp",verified-unique,webp,passed
93,"Asset Replacement","/features/asset-replacement",published,asset-management,"/images/topics/asset-replacement/asset-replacement-hero.webp","asset-replacement-hero.webp","Illustrative photograph of creative files being organised in an archive",2,"/images/topics/asset-replacement/asset-replacement-swapping-in-a-new-file-without.webp; /images/topics/asset-replacement/asset-replacement-a-corrected-product-video-swap.webp",verified-unique,webp,passed
94,"Version Restore","/features/version-restore",published,asset-management,"/images/topics/version-restore/version-restore-hero.webp","version-restore-hero.webp","Illustrative photograph of creative files being organised in an archive",2,"/images/topics/version-restore/version-restore-going-back-to-an-earlier-creat.webp; /images/topics/version-restore/version-restore-a-recruitment-film-taken-back-.webp",verified-unique,webp,passed
95,"Creative File History","/features/creative-file-history",published,asset-management,"/images/topics/creative-file-history/creative-file-history-hero.webp","creative-file-history-hero.webp","Illustrative photograph of creative files being organised in an archive",2,"/images/topics/creative-file-history/creative-file-history-the-story-behind-the-file-you-.webp; /images/topics/creative-file-history/creative-file-history-a-packaging-refresh-that-start.webp",verified-unique,webp,passed
96,"Campaign Asset Versioning","/features/campaign-asset-versioning",published,asset-management,"/images/topics/campaign-asset-versioning/campaign-asset-versioning-hero.webp","campaign-asset-versioning-hero.webp","Illustrative photograph of creative files being organised in an archive",2,"/images/topics/campaign-asset-versioning/campaign-asset-versioning-campaign-revisions-without-a-s.webp; /images/topics/campaign-asset-versioning/campaign-asset-versioning-how-versions-follow-a-campaign.webp",verified-unique,webp,passed
