pdf_page,pdf_group,pdf_topic,pdf_words,website_url,http_status,redirect_to,exists,published,indexable,in_sitemap,in_search,in_navigation,hub_linked,inbound_contextual,inbound_hub,own_pdf_text_rendered,topic_match,content_match,content_depth,structure_match,structure_elements,topic_specific_words,context_words,topic_sections_beyond_hero,max_prose_overlap,most_similar_pdf_page,duplication,hero_visual,claims,context_page,status,notes
306,301-320 Architecture and Performance,Streaming Previews,12,/architecture/streaming-previews,200,,yes,published,yes,yes,yes,no,yes,17,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,38,95,2,0.747,304,near-duplicate,ingest-pipeline:preview,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 304 /architecture/cdn-asset-delivery (prose overlap 0.747)
307,301-320 Architecture and Performance,Fast Creative Search,15,/architecture/fast-creative-search,200,,yes,published,yes,yes,yes,no,yes,9,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|cta,15,67,0,0.343,309,no,architecture-stack:search,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
308,301-320 Architecture and Performance,Scalable Asset Storage,11,/architecture/scalable-asset-storage,200,,yes,published,yes,yes,yes,mega menu,yes,16,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,22,68,1,0.463,302,no,architecture-stack:storage,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
309,301-320 Architecture and Performance,Large Library Performance,15,/architecture/large-library-performance,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,15,116,0,0.498,303,no,architecture-stack,cdn-edge,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
310,301-320 Architecture and Performance,Search Performance,13,/architecture/search-performance,200,,yes,framed,yes,yes,yes,no,yes,5,1,no,PARTIAL,PARTIAL,withheld,PASS,hero|introduction|features|workflow|cta,0,64,0,0.367,20,no,architecture-stack:search,sub-second-search,/architecture/high-performance-dam,PARTIAL,Topic (manual): Search workflow and performance cards convey the topic; sub-second claim withheld. / Framed: own PDF paragraph withheld (claims: sub-second-search); verified context from PDF 320
311,301-320 Architecture and Performance,Asset Processing Performance,17,/architecture/asset-processing-performance,200,,yes,published,yes,yes,yes,no,yes,11,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,17,152,0,0.316,142,no,ingest-pipeline:processing,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
312,301-320 Architecture and Performance,Large File Performance,13,/architecture/large-file-performance,200,,yes,published,yes,yes,yes,no,yes,11,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,25,111,1,0.355,320,no,ingest-pipeline:upload,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
313,301-320 Architecture and Performance,Media Preview Performance,11,/architecture/media-preview-performance,200,,yes,published,yes,yes,yes,no,yes,8,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|workflow|cta,67,105,3,0.291,320,no,ingest-pipeline:preview,,,PASS,
314,301-320 Architecture and Performance,Global Asset Access,10,/architecture/global-asset-access,200,,yes,published,yes,yes,yes,no,yes,12,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,20,37,1,0.46,320,no,architecture-stack:edge,cdn-edge,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
315,301-320 Architecture and Performance,API Scalability,14,/architecture/api-scalability,200,,yes,published,yes,yes,yes,no,yes,15,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,28,116,1,0.516,305,no,architecture-stack:api,architecture-internals,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
316,301-320 Architecture and Performance,Stateless API Architecture,12,/architecture/stateless-api-architecture,200,,yes,published,yes,yes,yes,mega menu,yes,7,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|workflow|cta,12,121,0,0.583,302,no,architecture-stack:api,architecture-internals,,PARTIAL,THIN: topic-specific content is only the 12-word PDF paragraph in the hero; every other section is neighbouring-topic context
317,301-320 Architecture and Performance,Search Infrastructure,12,/architecture/search-infrastructure,200,,yes,published,yes,yes,yes,no,yes,18,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,36,87,1,0.57,303,no,architecture-stack:search,architecture-internals semantic-search,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
318,301-320 Architecture and Performance,Storage Architecture,11,/architecture/storage-architecture,200,,yes,published,yes,yes,yes,no,yes,14,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|workflow|cta,50,36,3,0.396,317,no,architecture-stack:storage,architecture-internals,,PASS,
319,301-320 Architecture and Performance,Observability,10,/architecture/observability,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|workflow|cta,10,154,0,0.524,316,no,architecture-stack,architecture-internals,,PARTIAL,THIN: topic-specific content is only the 10-word PDF paragraph in the hero; every other section is neighbouring-topic context
320,301-320 Architecture and Performance,High-Performance DAM,17,/architecture/high-performance-dam,200,,yes,published,yes,yes,yes,mega menu,yes,10,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|workflow|cta,17,68,0,0.465,302,no,architecture-stack,,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / THIN: topic-specific content is only the 17-word PDF paragraph in the hero; every other section is neighbouring-topic context"
321,321-340 Security and Compliance,GetSibu Security,17,/security,200,,yes,published,yes,yes,yes,mega menu,yes,12,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|workflow|cta,71,77,2,0.221,323,no,control-map,multi-tenant,,PASS,
322,321-340 Security and Compliance,AES-256 Encryption,13,/security/aes-256-encryption,307,/security,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,aes-256,/security,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /security until claim(s) aes-256 are client-confirmed
323,321-340 Security and Compliance,Secret Encryption,14,/security/secret-encryption,200,,yes,published,yes,yes,yes,mega menu,yes,9,1,yes,PASS,PARTIAL,introduced,PARTIAL,hero|introduction|features|cta,28,47,1,0.326,339,no,control-map:encryption,encrypted-secrets,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
324,321-340 Security and Compliance,Tenant Isolation,16,/security/tenant-isolation,200,,yes,published,yes,yes,yes,mega menu,yes,28,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|faq|cta,40,85,1,0.317,164,no,control-map:tenant,multi-tenant,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
325,321-340 Security and Compliance,RBAC Security,13,/security/rbac-security,200,,yes,published,yes,yes,yes,no,yes,15,1,yes,PASS,PARTIAL,introduced,PARTIAL,hero|introduction|features|cta,26,42,1,0.535,337,no,control-map:access,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
326,321-340 Security and Compliance,Audit Logs,18,/security/audit-logs,200,,yes,published,yes,yes,yes,no,yes,10,1,yes,PASS,PARTIAL,introduced,PARTIAL,hero|introduction|features|cta,18,34,0,0.316,117,no,control-map:audit,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
327,321-340 Security and Compliance,Immutable Audit History,12,/security/immutable-audit-history,307,/features/asset-audit-trail,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,immutable-audit,/features/asset-audit-trail,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /features/asset-audit-trail until claim(s) immutable-audit are client-confirmed
328,321-340 Security and Compliance,GDPR Support,14,/security/gdpr-support,307,/security,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,gdpr,/security,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /security until claim(s) gdpr are client-confirmed
329,321-340 Security and Compliance,Data Processing Agreement,11,/security/data-processing-agreement,307,/security,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,dpa,/security,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /security until claim(s) dpa are client-confirmed
330,321-340 Security and Compliance,SOC 2 Readiness,20,/security/soc-2-readiness,307,/security,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,soc2 multi-tenant,/security,BLOCKED — UNCONFIRMED CLAIM,"Title states an unconfirmed claim / 307 → /security until claim(s) soc2, multi-tenant are client-confirmed"
331,321-340 Security and Compliance,Backup Redundancy,11,/security/backup-redundancy,307,/security,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,backups-pitr,/security,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /security until claim(s) backups-pitr are client-confirmed
332,321-340 Security and Compliance,Point-in-Time Restore,12,/security/point-in-time-restore,307,/security,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,backups-pitr,/security,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /security until claim(s) backups-pitr are client-confirmed
333,321-340 Security and Compliance,Cross-Region Replication,9,/security/cross-region-replication,307,/security,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,cross-region-replication,/security,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /security until claim(s) cross-region-replication are client-confirmed
334,321-340 Security and Compliance,SSO,8,/security/sso,307,/security,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,sso-scim,/security,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /security until claim(s) sso-scim are client-confirmed
335,321-340 Security and Compliance,SCIM,11,/security/scim,307,/security,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,sso-scim,/security,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /security until claim(s) sso-scim are client-confirmed
336,321-340 Security and Compliance,MFA,8,/security/mfa,200,,yes,published,yes,yes,yes,no,yes,8,1,yes,PASS,PARTIAL,introduced,PARTIAL,hero|introduction|features|cta,16,57,1,0.514,337,no,control-map:authentication,mfa,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
337,321-340 Security and Compliance,Default-Deny Security,14,/security/default-deny-security,200,,yes,published,yes,yes,yes,mega menu,yes,13,1,yes,PASS,PARTIAL,thin,PARTIAL,hero|introduction|features|cta,14,74,0,0.535,325,no,control-map:access,default-deny,,PARTIAL,THIN: topic-specific content is only the 14-word PDF paragraph in the hero; every other section is neighbouring-topic context
338,321-340 Security and Compliance,Enterprise Asset Security,11,/security/enterprise-asset-security,200,,yes,published,yes,yes,yes,no,yes,8,1,yes,PASS,PARTIAL,introduced,PARTIAL,hero|introduction|features|cta,11,35,0,0.207,323,no,control-map,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
339,321-340 Security and Compliance,Creative Data Governance,11,/security/creative-data-governance,200,,yes,published,yes,yes,yes,no,yes,6,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,11,140,0,0.339,337,no,control-map,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
340,321-340 Security and Compliance,Secure Digital Asset Management,15,/security/secure-digital-asset-management,200,,yes,published,yes,yes,yes,no,yes,5,1,yes,PASS,PARTIAL,introduced,PARTIAL,hero|introduction|features|cta,32,0,1,0.491,325,no,control-map,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
341,"341-360 Pricing, Plans and Business Value",GetSibu Pricing,28,/pricing,200,,yes,framed,yes,yes,yes,mega menu,no,3,0,no,PARTIAL,PARTIAL,withheld,PARTIAL,hero|introduction|features|cta,0,147,0,0.198,347,no,(none),pricing-tiers,/pricing/creative-team-pricing,PARTIAL,Topic (manual): Plan choice by library size (PDF 345) and cost considerations; no plans or prices (unconfirmed). / Framed: own PDF paragraph withheld (claims: pricing-tiers); verified context from PDF 345 / Hero has no visual
342,"341-360 Pricing, Plans and Business Value",Free Plan,26,/pricing/free-plan,307,/pricing/creative-team-pricing,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,pricing-tiers free-plan-limits,/pricing/creative-team-pricing,BLOCKED — UNCONFIRMED CLAIM,"Title states an unconfirmed claim / 307 → /pricing/creative-team-pricing until claim(s) pricing-tiers, free-plan-limits are client-confirmed"
343,"341-360 Pricing, Plans and Business Value",Pro Plan,22,/pricing/pro-plan,307,/pricing/creative-team-pricing,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,storage-sources pricing-tiers pro-plan-contents,/pricing/creative-team-pricing,BLOCKED — UNCONFIRMED CLAIM,"Title states an unconfirmed claim / 307 → /pricing/creative-team-pricing until claim(s) storage-sources, pricing-tiers, pro-plan-contents are client-confirmed"
344,"341-360 Pricing, Plans and Business Value",Business Plan,22,/pricing/business-plan,307,/pricing/creative-team-pricing,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,sso-scim pricing-tiers business-plan-contents,/pricing/creative-team-pricing,BLOCKED — UNCONFIRMED CLAIM,"Title states an unconfirmed claim / 307 → /pricing/creative-team-pricing until claim(s) sso-scim, pricing-tiers, business-plan-contents are client-confirmed"
345,"341-360 Pricing, Plans and Business Value",Creative Team Pricing,16,/pricing/creative-team-pricing,200,,yes,published,yes,yes,yes,no,yes,2,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|cta,16,46,0,0.462,348,no,(none),,,PARTIAL,THIN: topic-specific content is only the 16-word PDF paragraph in the hero; every other section is neighbouring-topic context / Hero has no visual
346,"341-360 Pricing, Plans and Business Value",DAM Pricing for Agencies,16,/pricing/dam-pricing-for-agencies,200,,yes,published,yes,yes,yes,no,yes,5,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|cta,16,48,0,0.427,345,no,(none),multi-tenant,,PARTIAL,THIN: topic-specific content is only the 16-word PDF paragraph in the hero; every other section is neighbouring-topic context / Hero has no visual
347,"341-360 Pricing, Plans and Business Value",Enterprise Asset Management Cost,16,/pricing/enterprise-asset-management-cost,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|cta,16,50,0,0.457,349,no,(none),,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / THIN: topic-specific content is only the 16-word PDF paragraph in the hero; every other section is neighbouring-topic context / Hero has no visual"
348,"341-360 Pricing, Plans and Business Value",Creative Workflow ROI,17,/business-value/creative-workflow-roi,200,,yes,published,yes,yes,yes,no,yes,6,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|cta,17,35,0,0.462,345,no,(none),,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual"
349,"341-360 Pricing, Plans and Business Value",Asset Discovery ROI,17,/business-value/asset-discovery-roi,200,,yes,published,yes,yes,yes,mega menu,yes,9,2,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|cta,17,17,0,0.457,347,no,library-activity:storage,,,PARTIAL,THIN: topic-specific content is only the 17-word PDF paragraph in the hero; every other section is neighbouring-topic context
350,"341-360 Pricing, Plans and Business Value",Duplicate Reduction,15,/business-value/duplicate-reduction,200,,yes,published,yes,yes,yes,no,yes,9,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,15,115,0,0.487,40,no,(none),duplicate-detection,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual
351,"341-360 Pricing, Plans and Business Value",Creative Productivity,16,/business-value/creative-productivity,200,,yes,published,yes,yes,yes,mega menu,yes,8,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|workflow|cta,16,72,0,0.292,357,no,library-activity:storage,,,PARTIAL,THIN: topic-specific content is only the 16-word PDF paragraph in the hero; every other section is neighbouring-topic context
352,"341-360 Pricing, Plans and Business Value",Marketing Productivity,16,/business-value/marketing-productivity,200,,yes,published,yes,yes,yes,no,yes,5,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|cta,16,54,0,0.765,356,near-duplicate,(none),,,PARTIAL,THIN: topic-specific content is only the 16-word PDF paragraph in the hero; every other section is neighbouring-topic context / Hero has no visual / Near-duplicate of PDF 356 /business-value/asset-management-efficiency (prose overlap 0.765)
353,"341-360 Pricing, Plans and Business Value",Production Productivity,17,/business-value/production-productivity,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|cta,17,16,0,0.476,355,no,library-activity:storage,,,PARTIAL,THIN: topic-specific content is only the 17-word PDF paragraph in the hero; every other section is neighbouring-topic context
354,"341-360 Pricing, Plans and Business Value",Agency Efficiency,16,/business-value/agency-efficiency,200,,yes,published,yes,yes,yes,no,yes,11,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|use-case|cta,16,46,0,0.585,352,no,(none),,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual"
355,"341-360 Pricing, Plans and Business Value",Creative Operations Efficiency,12,/business-value/creative-operations-efficiency,200,,yes,published,yes,yes,yes,no,yes,7,2,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|cta,12,17,0,0.476,353,no,library-activity:storage,,,PARTIAL,THIN: topic-specific content is only the 12-word PDF paragraph in the hero; every other section is neighbouring-topic context
356,"341-360 Pricing, Plans and Business Value",Asset Management Efficiency,12,/business-value/asset-management-efficiency,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|cta,12,42,0,0.765,352,near-duplicate,(none),,,PARTIAL,THIN: topic-specific content is only the 12-word PDF paragraph in the hero; every other section is neighbouring-topic context / Hero has no visual / Near-duplicate of PDF 352 /business-value/marketing-productivity (prose overlap 0.765)
357,"341-360 Pricing, Plans and Business Value",Storage Efficiency,16,/business-value/storage-efficiency,200,,yes,published,yes,yes,yes,no,yes,10,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|workflow|cta,16,77,0,0.292,351,no,library-activity:storage,duplicate-detection,,PARTIAL,THIN: topic-specific content is only the 16-word PDF paragraph in the hero; every other section is neighbouring-topic context
358,"341-360 Pricing, Plans and Business Value",Collaboration Efficiency,15,/business-value/collaboration-efficiency,200,,yes,published,yes,yes,yes,no,yes,6,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,30,56,1,0.362,356,no,(none),,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual
359,"341-360 Pricing, Plans and Business Value",DAM Business Case,19,/business-value/dam-business-case,200,,yes,published,yes,yes,yes,mega menu,yes,6,2,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|cta,19,17,0,0.456,349,no,library-activity:storage,,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / THIN: topic-specific content is only the 19-word PDF paragraph in the hero; every other section is neighbouring-topic context"
360,"341-360 Pricing, Plans and Business Value",Why Invest in GetSibu,19,/business-value/why-invest-in-getsibu,200,,yes,published,yes,yes,yes,no,yes,11,3,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|faq|cta,19,217,0,0.65,7,near-duplicate,library-activity:storage,,,PARTIAL,Topic (manual): Value summary plus DAM business case: the reason-to-invest topic is clear. / THIN: topic-specific content is only the 19-word PDF paragraph in the hero; every other section is neighbouring-topic context / Near-duplicate of PDF 7 /platform/modern-digital-asset-management (prose overlap 0.65)
361,361-380 Resources and Education,What Is Digital Asset Management?,27,/resources/what-is-digital-asset-management,200,,yes,published,yes,yes,yes,mega menu,yes,6,2,yes,PASS,PASS,developed,PASS,hero|introduction|features|benefits|cta,61,30,2,0.264,370,no,(none),ai-tagging semantic-search,,PASS,Hero has no visual
362,361-380 Resources and Education,What Is AI Asset Management?,20,/resources/what-is-ai-asset-management,200,,yes,published,yes,yes,yes,mega menu,yes,11,2,yes,PASS,PASS,developed,PASS,hero|introduction|features|benefits|cta,48,14,2,0.283,370,no,ai-review:tags,,,PASS,
363,361-380 Resources and Education,What Is Semantic Search?,18,/resources/what-is-semantic-search,200,,yes,published,yes,yes,yes,mega menu,yes,7,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|cta,18,16,1,0.277,18,no,(none),semantic-search,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual
364,361-380 Resources and Education,What Is AI Tagging?,14,/resources/what-is-ai-tagging,200,,yes,published,yes,yes,yes,no,yes,10,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|faq|cta,30,36,2,0.549,47,no,ai-review:tags,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
365,361-380 Resources and Education,What Is Scene Detection?,18,/resources/what-is-scene-detection,307,/resources/what-is-ai-asset-management,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,scene-detection,/resources/what-is-ai-asset-management,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /resources/what-is-ai-asset-management until claim(s) scene-detection are client-confirmed
366,361-380 Resources and Education,What Is OCR in DAM?,11,/resources/what-is-ocr-in-dam,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|faq|cta,11,54,1,0.414,378,no,ai-review:tags,ocr,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
367,361-380 Resources and Education,What Is Face Grouping?,13,/resources/what-is-face-grouping,307,/resources/what-is-ai-asset-management,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,face-grouping,/resources/what-is-ai-asset-management,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /resources/what-is-ai-asset-management until claim(s) face-grouping are client-confirmed
368,361-380 Resources and Education,What Is Duplicate Detection?,16,/resources/what-is-duplicate-detection,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|benefits|cta,48,0,3,0.167,40,no,ai-review:tags,duplicate-detection,,PASS,
369,361-380 Resources and Education,What Is Asset Versioning?,20,/resources/what-is-asset-versioning,200,,yes,published,yes,yes,yes,no,yes,5,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|workflow|faq|cta,83,55,3,0.309,386,no,(none),,,PASS,Hero has no visual
370,361-380 Resources and Education,What Is Creative Approval?,18,/resources/what-is-creative-approval,200,,yes,published,yes,yes,yes,no,yes,5,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|cta,35,14,2,0.283,362,no,version-record:versions,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
371,361-380 Resources and Education,What Is Creative Governance?,12,/resources/what-is-creative-governance,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,12,113,1,0.387,174,no,(none),,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual
372,361-380 Resources and Education,What Is Multi-Tenant DAM?,12,/resources/what-is-multi-tenant-dam,200,,yes,published,yes,yes,yes,no,yes,5,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|faq|cta,38,72,3,0.529,164,no,version-record:versions,multi-tenant,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
373,361-380 Resources and Education,What Is a Creative Library?,16,/resources/what-is-a-creative-library,200,,yes,published,yes,yes,yes,no,yes,10,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,36,92,2,0.514,378,no,(none),,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual
374,361-380 Resources and Education,What Is Asset Metadata?,16,/resources/what-is-asset-metadata,200,,yes,published,yes,yes,yes,no,yes,5,2,yes,PASS,PARTIAL,introduced,PARTIAL,hero|introduction|features|cta,34,0,2,0.255,132,no,search-signals:metadata,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
375,361-380 Resources and Education,What Is Asset Taxonomy?,17,/resources/what-is-asset-taxonomy,200,,yes,published,yes,yes,yes,no,yes,11,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,29,103,2,0.351,235,no,media-library,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
376,361-380 Resources and Education,What Is a DAM Migration?,17,/resources/what-is-a-dam-migration,200,,yes,published,yes,yes,yes,no,yes,10,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|cta,17,0,1,0.3,288,no,migration-map,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
377,361-380 Resources and Education,How AI Changes DAM,23,/resources/how-ai-changes-dam,200,,yes,published,yes,yes,yes,no,yes,11,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,46,147,1,0.304,378,no,(none),,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual
378,361-380 Resources and Education,Future of Digital Asset Management,19,/resources/future-of-digital-asset-management,200,,yes,published,yes,yes,yes,no,yes,6,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,19,75,2,0.514,373,no,library-search,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
379,361-380 Resources and Education,Future of Creative Collaboration,15,/resources/future-of-creative-collaboration,200,,yes,published,yes,yes,yes,no,yes,11,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,30,74,1,0.306,378,no,(none),,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual
380,361-380 Resources and Education,Future of AI-Powered Creative Libraries,20,/resources/future-of-ai-powered-creative-libraries,200,,yes,published,yes,yes,yes,no,yes,9,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,20,79,2,0.431,378,no,library-search,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
381,381-390 FAQ Pages,What Is GetSibu?,20,/faq/what-is-getsibu,200,,yes,published,yes,yes,yes,mega menu,yes,7,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|faq|cta,20,0,1,0.498,120,no,(none),,,PARTIAL,Topic (manual): Short answer defines GetSibu. / Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual
